,Rk,G,Date,Unnamed: 3,Opp,W/L,Tm,Opp.1,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,Unnamed: 18,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 23,eFG%.1,TOV%.1,DRB%,FT/FGA.1
6523,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
6524,41,41,2017-01-11,,ORL,W,105,96,103.5,94.7,101.4,.342,.342,.600,58.3,59.0,10.8,7.7,,.572,19.4,23.7,.237,,.457,11.5,87.0,.130
6525,42,42,2017-01-14,,LAL,W,113,97,117.7,101.0,96.0,.087,.304,.591,51.2,58.3,6.2,10.2,,.576,6.8,17.1,.076,,.513,13.2,85.4,.188
6526,43,43,2017-01-16,,OKC,W,120,98,124.7,101.8,96.2,.268,.341,.654,56.6,60.0,9.4,9.1,,.622,14.1,27.0,.220,,.482,13.8,80.4,.188
6527,44,44,2017-01-19,,MIN,L,101,104,109.8,113.1,92.0,.276,.253,.518,48.8,57.1,9.8,8.8,,.506,10.1,31.8,.149,,.506,12.0,67.5,.226
6528,45,45,2017-01-21,@,DEN,L,98,123,104.4,131.0,93.9,.083,.333,.492,43.8,57.5,5.3,3.2,,.469,6.6,22.2,.083,,.586,9.2,71.4,.241
6529,46,46,2017-01-23,@,ATL,W,115,105,121.3,110.8,94.8,.262,.286,.614,53.5,54.8,4.2,13.6,,.583,10.5,23.8,.202,,.472,7.4,81.8,.250
6530,47,47,2017-01-24,@,PHI,L,110,121,115.3,126.9,95.4,.577,.479,.618,54.8,51.5,4.2,1.6,,.592,16.0,25.6,.366,,.556,4.8,85.4,.233
6531,48,48,2017-01-28,@,GSW,L,98,144,100.2,147.2,97.8,.268,.341,.534,40.0,66.7,7.2,3.4,,.512,13.2,17.0,.171,,.712,10.0,72.7,.141
6532,49,49,2017-02-01,@,PHO,W,124,114,122.0,112.1,101.7,.447,.224,.610,51.1,45.5,8.9,10.5,,.547,9.0,22.9,.365,,.443,9.7,69.1,.302
6533,50,50,2017-02-02,,GSW,L,120,133,119.6,132.6,100.3,.488,.313,.618,44.6,60.0,7.0,10.8,,.563,13.4,22.5,.375,,.596,9.3,65.1,.152
6534,51,51,2017-02-05,@,BOS,L,102,107,104.5,109.6,97.6,.333,.345,.529,50.5,62.9,4.1,0.0,,.476,11.9,18.2,.262,,.511,10.2,80.9,.193
6535,52,52,2017-02-06,@,TOR,L,109,118,115.8,125.4,94.1,.200,.389,.557,45.3,57.1,7.4,8.3,,.539,8.4,20.0,.133,,.548,8.5,73.2,.310
6536,53,53,2017-02-08,@,NYK,W,119,115,122.1,118.0,97.5,.304,.272,.570,53.4,48.9,8.2,4.6,,.543,9.5,32.6,.207,,.543,9.9,73.3,.163
6537,54,54,2017-02-11,@,CHO,W,107,102,114.5,109.1,93.5,.235,.400,.570,55.6,65.0,3.2,12.5,,.553,12.2,23.8,.153,,.512,7.9,83.3,.176
6538,55,55,2017-02-13,@,UTA,W,88,72,96.6,79.1,91.1,.136,.309,.513,50.0,44.4,7.7,10.9,,.500,13.2,14.0,.086,,.345,9.5,78.2,.138
6539,56,56,2017-02-15,,ATL,W,99,84,104.4,88.6,94.8,.152,.468,.587,47.1,64.9,19.0,5.7,,.557,16.0,12.5,.139,,.449,18.6,77.8,.165
6540,57,57,2017-02-23,@,GSW,L,113,123,106.4,115.8,106.2,.398,.301,.517,41.8,60.5,10.4,0.0,,.468,11.4,18.9,.280,,.611,18.5,73.7,.296
6541,58,58,2017-02-24,,SAS,L,97,105,106.9,115.7,90.7,.304,.291,.542,41.4,51.4,9.9,3.6,,.487,11.8,18.2,.253,,.482,12.0,65.1,.317
6542,59,59,2017-02-26,,CHO,W,124,121,120.5,117.6,93.2,.351,.330,.554,52.2,60.0,13.6,7.5,,.515,7.4,28.3,.247,,.588,14.7,86.5,.338
6543,60,60,2017-03-01,,HOU,L,103,122,108.8,128.9,94.7,.138,.362,.516,36.7,61.9,8.5,8.6,,.511,6.6,18.9,.074,,.540,13.6,57.8,.322
6544,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
6545,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
6546,61,61,2017-03-03,@,MIL,L,101,112,108.2,119.9,93.4,.563,.297,.633,60.3,63.9,4.3,1.8,,.625,22.4,24.1,.328,,.613,10.4,91.2,.175
6547,62,62,2017-03-04,@,CHI,W,101,91,109.1,98.3,92.5,.188,.294,.549,45.1,48.8,7.6,7.6,,.518,13.2,26.2,.153,,.458,17.1,65.0,.181
6548,63,63,2017-03-06,,BOS,W,116,102,119.1,104.7,97.4,.644,.274,.619,56.0,59.0,7.2,10.4,,.596,12.2,21.1,.397,,.470,10.3,84.8,.289
6549,64,64,2017-03-08,@,MIN,L,91,107,98.6,116.0,92.3,.217,.289,.500,41.9,51.4,9.8,4.5,,.476,15.0,21.7,.145,,.517,11.2,65.0,.209
6550,65,65,2017-03-09,@,MEM,W,114,98,120.3,103.5,94.7,.359,.385,.631,58.0,60.0,2.1,6.3,,.583,13.4,20.0,.295,,.488,8.9,87.0,.205
6551,66,66,2017-03-11,,PHI,W,112,100,115.1,102.8,97.3,.358,.309,.597,50.0,62.5,13.4,5.6,,.543,12.2,19.0,.296,,.536,15.1,82.5,.119
6552,67,67,2017-03-13,@,UTA,L,108,114,124.1,131.0,87.0,.295,.385,.613,40.0,41.0,4.6,3.5,,.577,6.4,8.1,.231,,.615,7.4,75.8,.231
6553,68,68,2017-03-15,,MIL,L,96,97,102.5,103.6,93.7,.387,.320,.547,53.8,65.7,3.2,8.5,,.500,14.6,15.8,.280,,.513,11.2,90.0,.250
6554,69,69,2017-03-16,@,DEN,L,114,129,120.2,136.0,94.9,.179,.381,.629,41.5,59.1,5.3,6.9,,.619,9.0,9.8,.119,,.622,9.3,73.2,.256
6555,70,70,2017-03-18,,CLE,W,108,78,112.0,80.9,96.5,.372,.333,.595,57.4,67.5,4.1,5.4,,.564,13.4,16.3,.256,,.416,11.9,92.2,.108
6556,71,71,2017-03-20,,NYK,W,114,105,119.3,109.9,95.5,.276,.356,.584,47.3,58.1,8.4,6.2,,.552,8.4,20.9,.207,,.483,10.8,70.8,.213
6557,72,72,2017-03-21,@,LAL,W,133,109,137.1,112.3,97.0,.381,.393,.678,53.9,51.1,4.1,5.6,,.625,13.3,32.5,.333,,.500,7.2,71.4,.185
6558,73,73,2017-03-23,@,DAL,L,95,97,101.0,103.2,94.0,.263,.338,.532,57.0,50.0,6.4,3.6,,.506,16.0,23.1,.175,,.518,9.1,90.0,.146
6559,74,74,2017-03-25,,UTA,W,108,95,115.9,101.9,93.2,.333,.321,.561,52.2,36.8,9.7,8.3,,.494,9.4,26.2,.298,,.477,13.0,75.0,.151
6560,75,75,2017-03-26,,SAC,L,97,98,104.1,105.1,93.2,.359,.372,.537,49.5,62.5,7.5,3.6,,.474,9.1,13.0,.295,,.530,11.8,86.7,.107
6561,76,76,2017-03-29,,WAS,W,133,124,133.6,124.6,99.5,.446,.361,.670,48.8,57.4,6.0,6.8,,.639,9.2,21.6,.325,,.565,8.6,70.2,.204
6562,77,77,2017-03-30,@,PHO,W,124,118,122.4,116.5,101.3,.425,.275,.653,47.6,45.5,3.9,5.8,,.625,12.8,18.9,.300,,.571,12.0,71.1,.141
6563,78,78,2017-04-01,,LAL,W,115,104,119.9,108.4,95.9,.493,.362,.685,48.8,63.2,8.3,7.5,,.630,16.8,13.3,.406,,.467,9.6,70.0,.222
6564,79,79,2017-04-05,,DAL,W,112,101,115.4,104.1,97.1,.413,.413,.632,47.6,57.9,11.3,0.0,,.587,14.5,13.2,.320,,.506,14.6,76.1,.163
6565,80,80,2017-04-08,@,SAS,W,98,87,110.4,98.0,88.8,.167,.262,.543,52.9,50.0,9.0,12.1,,.536,6.2,19.5,.095,,.475,13.1,84.1,.138
6566,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
6567,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
6568,81,81,2017-04-10,,HOU,W,125,96,126.8,97.4,98.6,.308,.286,.605,54.4,63.0,9.1,0.0,,.560,8.0,27.3,.253,,.446,13.5,80.4,.250
6569,82,82,2017-04-12,,SAC,W,115,95,130.5,107.8,88.1,.301,.337,.612,53.8,67.4,4.5,8.6,,.578,6.0,26.8,.229,,.525,10.3,82.1,.123
6570,1,1,2016-10-26,,HOU,W,120,114,120.7,114.7,99.4,.247,.393,.608,50.0,46.7,10.1,7.0,,.573,13.2,27.5,.202,,.552,12.5,73.7,.221
6571,2,2,2016-10-28,@,UTA,L,89,96,96.6,104.2,92.1,.250,.274,.477,47.8,50.0,6.5,14.0,,.435,13.1,24.4,.190,,.453,13.1,71.1,.373
6572,3,3,2016-10-30,@,OKC,L,96,113,90.7,106.7,105.9,.276,.368,.492,47.7,57.1,14.2,2.9,,.443,17.7,23.9,.218,,.521,15.6,75.0,.147
6573,4,4,2016-11-01,@,IND,L,108,115,104.9,111.7,102.9,.281,.315,.540,50.6,35.0,7.8,3.4,,.483,16.0,25.6,.247,,.529,13.1,75.0,.264
6574,5,5,2016-11-02,@,ATL,W,123,116,121.1,114.2,101.6,.222,.244,.622,53.2,50.0,10.8,17.0,,.583,13.2,28.9,.200,,.547,15.5,75.6,.271
6575,6,6,2016-11-04,,GSW,W,117,97,114.2,94.7,102.5,.221,.316,.561,56.0,57.8,8.8,9.3,,.516,13.3,34.0,.200,,.483,17.4,79.5,.163
6576,7,7,2016-11-06,,PHO,W,119,108,112.2,101.9,106.0,.389,.256,.565,57.0,53.7,7.5,7.0,,.511,15.3,34.1,.300,,.473,14.1,77.6,.242
6577,8,8,2016-11-08,,DAL,L,97,109,107.6,120.9,90.2,.179,.333,.576,50.0,52.6,6.7,1.7,,.551,16.0,21.6,.141,,.585,11.0,78.4,.159
6578,9,9,2016-11-10,@,SAC,W,101,91,103.4,93.2,97.6,.297,.365,.603,49.4,47.4,8.2,3.1,,.574,20.1,11.1,.216,,.447,13.8,77.6,.176
6579,10,10,2016-11-12,@,NOP,W,126,99,132.8,104.3,94.9,.074,.319,.649,52.8,69.2,8.4,7.1,,.638,9.3,25.0,.064,,.467,9.2,75.5,.167
6580,11,11,2016-11-13,@,MIN,L,99,125,102.5,129.4,96.6,.423,.338,.588,47.0,48.5,6.2,9.4,,.521,16.8,12.5,.352,,.606,9.2,79.1,.350
6581,12,12,2016-11-15,,BRK,W,125,118,115.7,109.2,108.1,.467,.304,.563,53.9,58.5,8.3,3.4,,.495,9.0,26.9,.370,,.515,11.5,82.0,.162
6582,13,13,2016-11-18,,SAS,L,107,116,115.1,124.8,93.0,.241,.287,.556,57.0,61.5,6.5,1.9,,.517,11.9,32.6,.195,,.628,12.2,90.9,.231
6583,14,14,2016-11-20,,CHI,L,110,118,111.3,119.3,98.9,.226,.333,.538,39.8,63.4,11.1,4.6,,.511,8.9,20.0,.161,,.563,13.9,62.8,.230
6584,15,15,2016-11-22,,OKC,W,111,109,113.0,111.0,98.2,.193,.325,.616,46.7,59.5,8.1,10.8,,.590,15.9,17.1,.157,,.549,13.4,72.5,.087
6585,16,16,2016-11-23,@,GSW,L,106,149,101.5,142.7,104.4,.237,.215,.516,43.5,55.0,4.8,2.0,,.473,9.7,14.3,.194,,.727,9.0,83.3,.279
6586,17,17,2016-11-25,,GSW,L,85,109,83.7,107.4,101.5,.256,.244,.424,50.6,62.5,11.8,5.5,,.383,15.2,25.9,.178,,.584,15.8,88.6,.145
6587,18,18,2016-11-27,,ATL,W,109,94,115.1,99.3,94.7,.211,.211,.525,58.2,47.6,7.4,3.8,,.484,8.0,32.6,.179,,.511,11.5,84.4,.045
6588,19,19,2016-11-29,@,NOP,L,88,105,93.2,111.2,94.5,.207,.345,.464,46.5,70.3,8.5,8.8,,.454,11.2,18.0,.103,,.477,7.5,74.5,.239
6589,20,20,2016-11-30,@,CHI,W,96,90,94.7,88.8,101.4,.506,.099,.485,56.6,51.5,11.8,4.3,,.420,18.8,36.0,.346,,.374,11.9,75.0,.242
6590,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
6591,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
6592,21,21,2016-12-02,@,TOR,L,80,113,87.2,123.2,91.7,.183,.280,.398,51.1,50.0,6.5,3.7,,.376,13.7,33.9,.108,,.614,10.1,79.4,.133
6593,22,22,2016-12-03,@,MEM,L,100,103,108.9,112.2,91.8,.358,.259,.533,50.6,45.7,7.6,6.9,,.475,16.1,32.6,.284,,.523,10.4,68.2,.125
6594,23,23,2016-12-05,,UTA,L,101,107,112.7,119.4,89.6,.264,.161,.520,52.4,38.5,8.9,2.1,,.477,9.3,34.9,.207,,.556,11.5,71.8,.225
6595,24,24,2016-12-07,@,HOU,L,95,134,88.6,125.0,107.2,.310,.230,.480,42.9,41.2,12.1,6.9,,.420,21.4,27.5,.253,,.622,16.2,62.5,.181
6596,25,25,2016-12-09,,PHO,L,115,119,112.3,116.2,102.4,.391,.299,.564,52.7,45.0,3.9,3.1,,.511,12.8,22.2,.299,,.542,6.3,81.3,.168
6597,26,26,2016-12-11,,NYK,L,112,118,113.0,119.1,99.1,.250,.318,.573,48.2,61.9,7.1,1.6,,.534,12.5,20.0,.205,,.548,9.3,80.0,.310
6598,27,27,2016-12-12,@,SAC,L,92,116,95.9,120.9,96.0,.250,.274,.493,45.3,54.5,12.5,4.9,,.452,16.9,33.3,.190,,.619,18.4,62.9,.143
6599,28,28,2016-12-14,@,BRK,L,97,107,101.0,111.4,96.0,.374,.297,.458,44.5,31.4,8.3,11.8,,.418,8.6,30.0,.231,,.448,12.6,62.0,.349
6600,29,29,2016-12-16,@,PHI,W,100,89,102.3,91.1,97.7,.278,.380,.564,48.9,52.8,10.2,7.0,,.513,18.4,20.0,.241,,.398,14.7,70.4,.216
6601,30,30,2016-12-17,@,CLE,L,108,119,117.9,129.9,91.6,.151,.430,.589,48.2,73.2,3.3,3.6,,.570,10.7,23.3,.116,,.601,7.6,73.8,.135
6602,31,31,2016-12-20,@,CHO,L,113,117,120.2,124.4,94.0,.122,.367,.596,47.6,65.9,5.3,17.4,,.578,11.2,26.3,.100,,.516,8.7,65.2,.213
6603,32,32,2016-12-22,@,MIA,L,107,115,111.0,119.3,96.4,.167,.422,.554,46.0,45.0,7.3,3.2,,.522,11.9,19.6,.144,,.601,11.4,75.6,.167
6604,33,33,2016-12-23,@,ORL,L,90,109,90.3,109.4,99.7,.276,.264,.461,49.5,51.6,8.0,9.7,,.402,14.1,23.1,.230,,.567,12.8,82.9,.090
6605,34,34,2016-12-25,,LAC,W,111,102,115.2,105.8,96.4,.357,.298,.571,53.3,45.0,7.3,5.4,,.524,11.8,28.9,.274,,.494,13.7,77.8,.212
6606,35,35,2016-12-27,,UTA,L,100,102,112.7,114.9,88.8,.265,.193,.539,50.6,48.7,9.0,6.1,,.494,13.1,37.5,.217,,.567,18.2,64.1,.227
6607,36,36,2016-12-29,,DAL,L,89,101,103.2,117.2,86.2,.368,.279,.563,44.7,46.9,9.3,2.2,,.522,16.0,17.9,.265,,.584,15.3,73.0,.143
6608,37,37,2017-01-01,,TOR,L,114,123,119.2,128.6,95.6,.337,.348,.540,51.8,51.4,8.4,5.2,,.484,6.2,31.4,.272,,.627,15.2,84.4,.387
6609,38,38,2017-01-03,,MEM,W,116,102,123.5,108.6,93.9,.341,.402,.615,52.4,81.0,5.3,4.3,,.616,8.7,20.9,.183,,.455,9.8,87.2,.416
6610,39,39,2017-01-05,@,POR,L,109,118,110.8,120.0,98.4,.384,.360,.542,46.0,41.7,7.1,6.3,,.477,9.9,20.4,.314,,.605,12.1,78.9,.247
6611,40,40,2017-01-06,,MIA,W,127,100,126.6,99.7,100.3,.302,.292,.584,60.2,45.8,6.0,3.3,,.552,9.2,37.5,.219,,.457,8.8,80.0,.174
6612,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
6613,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
6614,41,41,2017-01-08,,ORL,W,111,95,108.8,93.1,102.0,.276,.368,.569,46.5,54.8,7.8,7.8,,.529,11.8,14.3,.218,,.417,14.9,69.5,.222
6615,42,42,2017-01-10,,POR,L,87,108,93.1,115.5,93.5,.313,.289,.461,43.2,56.3,7.5,7.8,,.440,9.6,18.0,.169,,.547,10.5,76.3,.176
6616,43,43,2017-01-12,@,SAS,L,94,134,99.1,141.3,94.8,.294,.235,.490,38.7,65.7,6.3,5.0,,.447,8.6,18.8,.212,,.667,11.3,74.1,.321
6617,44,44,2017-01-14,@,LAC,L,97,113,101.0,117.7,96.0,.338,.263,.528,48.8,58.3,3.1,3.1,,.513,13.2,14.6,.188,,.576,6.8,82.9,.076
6618,45,45,2017-01-15,,DET,L,97,102,100.2,105.4,96.8,.289,.313,.518,52.1,52.8,2.1,5.7,,.470,13.0,20.0,.229,,.479,6.4,80.4,.116
6619,46,46,2017-01-17,,DEN,L,121,127,119.3,125.2,101.4,.167,.278,.522,48.9,59.6,10.8,8.1,,.486,9.4,38.5,.148,,.631,14.6,63.9,.182
6620,47,47,2017-01-20,,IND,W,108,95,108.4,95.3,99.7,.172,.379,.577,58.0,65.9,15.0,5.3,,.552,19.7,35.6,.138,,.481,18.0,81.4,.225
6621,48,48,2017-01-22,@,DAL,L,73,122,81.0,135.4,90.1,.233,.288,.454,39.5,39.3,3.3,8.3,,.404,17.4,12.2,.192,,.592,9.5,67.5,.218
6622,49,49,2017-01-25,@,POR,L,98,105,100.0,107.2,98.0,.149,.319,.489,51.0,43.2,5.1,12.0,,.452,11.5,25.9,.138,,.500,10.0,80.4,.167
6623,50,50,2017-01-26,@,UTA,L,88,96,98.3,107.2,89.5,.155,.167,.490,52.2,36.1,5.6,3.6,,.452,11.8,22.7,.143,,.444,7.9,79.2,.296
6624,51,51,2017-01-31,,DEN,W,120,116,122.2,118.1,98.2,.202,.292,.619,46.3,53.2,7.1,13.9,,.596,13.4,24.4,.157,,.490,9.2,63.0,.192
6625,52,52,2017-02-02,@,WAS,L,108,116,106.6,114.5,101.3,.253,.448,.559,51.1,47.5,5.9,12.7,,.529,17.1,26.7,.184,,.521,8.7,74.5,.167
6626,53,53,2017-02-03,@,BOS,L,107,113,106.1,112.1,100.8,.277,.404,.507,52.5,64.9,8.9,6.4,,.468,10.2,27.3,.202,,.555,14.5,84.1,.268
6627,54,54,2017-02-06,@,NYK,W,121,107,119.5,105.6,101.3,.304,.275,.523,57.9,43.2,8.9,8.2,,.471,5.7,37.0,.245,,.494,14.2,85.4,.317
6628,55,55,2017-02-08,@,DET,L,102,121,94.7,112.3,107.7,.302,.267,.523,44.1,56.8,6.5,3.7,,.465,17.7,15.6,.256,,.546,11.5,70.8,.155
6629,56,56,2017-02-10,@,MIL,W,122,114,120.2,112.3,101.5,.467,.413,.675,49.3,64.1,8.9,6.3,,.620,15.8,16.7,.387,,.579,18.2,87.1,.342
6630,57,57,2017-02-14,,SAC,L,96,97,104.2,105.3,92.1,.181,.349,.536,53.1,57.9,10.9,6.1,,.530,15.9,29.5,.096,,.541,16.8,81.1,.247
6631,58,58,2017-02-15,@,PHO,L,101,137,95.0,128.9,106.3,.301,.280,.479,37.9,45.7,8.5,4.7,,.425,10.2,13.0,.237,,.614,12.7,70.7,.330
6632,59,59,2017-02-24,@,OKC,L,93,110,89.3,105.7,104.1,.139,.347,.434,46.4,57.5,14.4,11.0,,.431,10.8,25.0,.059,,.505,14.0,72.0,.124
6633,60,60,2017-02-26,,SAS,L,98,119,100.5,122.1,97.5,.207,.253,.516,48.9,40.0,8.2,2.7,,.500,15.9,28.3,.126,,.574,10.7,70.5,.117
6634,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
6635,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
6636,61,61,2017-02-28,,CHO,L,104,109,109.3,114.5,95.2,.155,.381,.580,46.4,53.7,9.5,10.9,,.560,13.5,15.0,.119,,.541,11.2,75.0,.200
6637,62,62,2017-03-03,,BOS,L,95,115,92.1,111.5,103.1,.230,.276,.496,42.5,62.2,10.7,13.7,,.460,12.8,13.0,.172,,.571,15.9,82.4,.226
6638,63,63,2017-03-05,,NOP,L,97,105,95.6,103.5,101.5,.181,.337,.541,52.7,57.9,6.9,7.7,,.518,21.8,26.2,.133,,.455,11.1,74.5,.270
6639,64,64,2017-03-07,@,DAL,L,111,122,113.3,124.6,97.9,.244,.333,.557,51.8,59.5,9.2,5.8,,.528,9.9,23.9,.178,,.645,13.3,84.6,.181
6640,65,65,2017-03-09,@,PHO,W,122,110,121.5,109.6,100.4,.245,.276,.562,43.8,44.7,11.0,9.7,,.541,7.7,28.0,.163,,.495,15.7,60.9,.220
6641,66,66,2017-03-12,,PHI,L,116,118,111.2,113.1,104.3,.318,.227,.578,54.1,54.5,9.6,18.2,,.523,13.0,18.9,.273,,.582,14.7,89.2,.329
6642,67,67,2017-03-13,@,DEN,L,101,129,98.8,126.1,102.3,.196,.206,.479,52.3,40.5,9.8,6.5,,.464,13.2,30.8,.113,,.637,13.6,83.3,.262
6643,68,68,2017-03-15,@,HOU,L,100,139,91.3,126.8,109.6,.198,.275,.505,43.2,38.1,9.1,0.0,,.478,18.2,19.6,.143,,.648,15.3,69.0,.231
6644,69,69,2017-03-17,,MIL,L,103,107,107.0,111.1,96.3,.310,.345,.540,48.2,63.2,7.3,6.9,,.518,12.8,25.0,.190,,.512,12.8,74.4,.280
6645,70,70,2017-03-19,,CLE,L,120,125,127.7,133.0,94.0,.209,.297,.604,47.6,48.9,5.3,2.0,,.577,4.8,22.7,.165,,.606,9.4,75.0,.259
6646,71,71,2017-03-21,,LAC,L,109,133,112.3,137.1,97.0,.293,.217,.525,46.1,53.5,8.2,5.9,,.500,7.2,28.6,.185,,.625,13.3,67.5,.333
6647,72,72,2017-03-24,,MIN,W,130,119,123.7,113.3,95.1,.318,.261,.648,53.2,56.5,5.7,2.7,,.602,16.6,26.5,.273,,.521,11.0,73.3,.211
6648,73,73,2017-03-26,,POR,L,81,97,82.6,98.9,98.0,.202,.250,.443,40.8,57.6,6.1,4.9,,.423,9.9,2.0,.119,,.472,11.8,77.4,.146
6649,74,74,2017-03-28,,WAS,L,108,119,108.8,119.9,99.3,.188,.259,.587,51.2,48.8,6.0,12.7,,.553,16.4,28.2,.165,,.543,10.3,71.1,.181
6650,75,75,2017-03-30,@,MIN,L,104,119,112.7,129.0,92.3,.190,.321,.571,51.2,50.0,4.3,7.4,,.530,14.9,35.0,.179,,.539,8.9,66.7,.258
6651,76,76,2017-04-01,@,LAC,L,104,115,108.4,119.9,95.9,.333,.256,.504,51.3,66.7,12.5,4.5,,.467,9.6,30.0,.222,,.630,16.8,86.7,.406
6652,77,77,2017-04-02,,MEM,W,108,103,116.9,111.5,92.4,.318,.224,.557,60.7,35.0,11.9,4.0,,.512,11.8,37.8,.247,,.581,14.0,87.2,.125
6653,78,78,2017-04-05,@,SAS,W,102,95,104.6,97.5,97.5,.163,.163,.553,56.0,54.8,8.2,9.3,,.529,14.8,21.1,.128,,.511,13.3,84.8,.045
6654,79,79,2017-04-07,,SAC,W,98,94,106.5,102.2,92.0,.291,.279,.505,50.6,52.6,13.0,1.8,,.465,12.6,34.8,.209,,.560,22.2,71.4,.133
6655,80,80,2017-04-09,,MIN,W,110,109,113.2,112.2,97.2,.233,.314,.580,49.4,61.9,10.3,12.3,,.547,14.4,26.7,.186,,.519,13.0,77.8,.325
6656,,,,,,,,,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,Advanced,,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,Offensive Four Factors,,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors,Defensive Four Factors
6657,Rk,G,Date,,Opp,W/L,Tm,Opp,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,,eFG%,TOV%,ORB%,FT/FGA,,eFG%,TOV%,DRB%,FT/FGA
6658,81,81,2017-04-11,,NOP,W,108,96,109.8,97.6,98.4,.261,.250,.550,54.7,57.1,15.3,5.3,,.523,10.1,19.0,.182,,.513,15.4,88.6,.190
6659,82,82,2017-04-12,@,GSW,L,94,109,91.1,105.7,103.2,.151,.183,.474,42.6,56.1,12.6,3.7,,.462,15.4,21.6,.086,,.522,16.7,67.4,.167
6660,1,1,2016-10-26,,MIN,W,102,98,111.8,107.5,91.2,.338,.300,.555,50.0,52.8,6.6,16.2,,.519,12.4,26.8,.238,,.453,9.2,69.4,.233
6661,2,2,2016-10-29,@,NYK,L,104,111,107.9,115.1,96.4,.302,.291,.534,49.4,51.4,3.1,3.6,,.483,11.0,23.9,.244,,.566,11.4,82.9,.329
6662,3,3,2016-10-30,,WAS,W,112,103,112.2,103.2,90.4,.295,.352,.563,54.0,61.5,9.0,3.3,,.528,12.3,25.6,.216,,.471,12.6,81.8,.256
6663,4,4,2016-11-01,@,MIN,L,80,116,82.0,118.8,97.6,.387,.320,.456,39.0,37.0,17.4,6.9,,.387,18.6,16.7,.293,,.628,19.2,70.6,.231
6664,5,5,2016-11-02,,NOP,W,89,83,87.0,81.1,92.6,.213,.287,.433,54.7,60.6,11.7,10.6,,.394,14.2,25.5,.160,,.438,19.3,88.6,.148
6665,6,6,2016-11-04,,LAC,L,88,99,92.0,103.5,95.7,.262,.310,.470,50.5,83.9,4.2,15.5,,.423,16.1,26.5,.202,,.424,10.0,76.1,.318
6666,7,7,2016-11-06,,POR,L,94,100,102.5,109.1,91.7,.395,.321,.494,54.3,48.4,9.8,13.2,,.420,12.0,27.3,.321,,.549,15.3,86.5,.310
